,title,date,author,gender
577,Routledge Handbook of Public Communication of Science and Technology (2nd edition),2016-02-12,"Achintya Rao , CERN.",unknown
578,Quantum Confined Laser Devices: Optical Gain and Recombination in Semiconductors,2016-02-12,Not Found,unknown
579,Numerical Relativity: 100 Years of General Relativity – Vol. 1,2016-02-12,Not Found,unknown
580,The Thermophysical Properties of Metallic Liquids: Fundamentals (volume 1) and Predictive Models (volume 2),2016-02-12,Not Found,unknown
581,Advances of Atoms and Molecules in Strong Laser Fields,2016-02-12,"Emilio Mariotti,  University of Siena, Italy.",male
582,Resummation and Renormalization in Effective Theories of Particle Physics,2016-03-18,Not Found,unknown
583,Holograms: A Cultural History,2016-03-18,Not Found,unknown
584,Theoretical Foundations of Synchrotron and Storage Ring RF Systems,2016-03-18,"Gianluigi Arduini , CERN.",male
585,Open access ebooks,2016-03-18,"Tullio Basaglia , CERN Library.",male
586,50 Years of Quarks,2016-03-18,"Giulia Zanderighi , CERN.",female
587,Laser Experiments for Chemistry and Physics,2016-03-18,Not Found,unknown
588,"Images of Time: Mind, Science, Reality",2016-04-15,"Massimo Giovannini , CERN & INFN Milan-Bicocca.",male
589,Quark–Gluon Plasma 5,2016-04-15,Not Found,unknown
590,Chern–Simons (Super) Gravity – 100 Years of General Relativity (vol. 2),2016-04-15,Not Found,unknown
591,Introduction to Soft-Collinear Effective Theory,2016-04-15,Not Found,unknown
592,The Composite Nambu–Goldstone Higgs,2016-04-15,Not Found,unknown
593,Wisdom of the Martians of Science: In Their Own Words with Commentaries,2016-04-15,Not Found,unknown
594,Effective Field Theories,2016-04-15,"Francesco Riva , CERN.",male
595,Excitons and Cooper Pairs: Two Composite Bosons in Many-Body Physics,2016-04-15,Not Found,unknown
596,The Unknown as an Engine for Science: An Essay on the Definite and the Indefinite,2016-05-20,Not Found,unknown
597,Goethe’s ‘Exposure of Newton’s Theory’: A Polemic On Newton’s Theory of Light and Colour,2016-05-20,Not Found,unknown
598,Physics and Mathematical Tools: Methods and Examples,2016-05-20,Not Found,unknown
599,"Unifying Physics of Accelerators, Lasers and Plasmas",2016-05-20,"Robert Bingham , University of Strathclyde, Glasgow.",male
600,"Melting Hadrons, Boiling Quarks: From Hagedorn Temperature to Ultra-Relativistic Heavy-Ion Collisions at CERN. With a Tribute to Rolf Hagedorn",2016-05-20,"Frithjof Karsch , Bielefeld University, Germany.",male
601,Principles of Radiation Interaction in Matter and Detection (4th edition),2016-05-20,Not Found,unknown
602,Superconductivity: A New Approach Based on the Bethe–Salpeter Equation in the Mean-Field Approximation,2016-05-20,Not Found,unknown
603,Path Integrals for Pedestrians,2016-07-08,"Luis Álvarez-Gaumé , CERN",male
604,Beyond the Galaxy: How Humanity Looked Beyond our Milky Way and Discovered the Entire Universe,2016-07-08,Not Found,unknown
605,Particles and the Universe: From the Ionian School to the Higgs Boson and Beyond,2016-07-08,Not Found,unknown
606,Statistical Methods for Data Analysis in Particle Physics,2016-07-08,"Louis Lyons , University of Oxford, UK.",male
607,Modern Physics Letters A: Special Issue on Hadrontherapy,2016-07-08,Not Found,unknown
608,Tunnel visions,2016-07-08,"Rogelio Palomo , University of Sevilla, Spain.",male
609,Entropy Demystified: The Second Law Reduced to Plain Common Sense (2nd edition),2016-07-08,Not Found,unknown
610,Bananaworld: Quantum Mechanics for Primates,2016-07-08,Not Found,unknown
611,60 Years of Yang–Mills Gauge Field Theories: C N Yang’s Contributions to Physics,2016-08-12,Not Found,unknown
612,An Introduction to Graphene Plasmonics,2016-08-12,Not Found,unknown
613,Experimental Studies of Neutrino Oscillations,2016-08-12,"Luigi Di Lella , University of Pisa & INFN, Italy.",male
614,Macroscopic Electrodynamics: An Introductory Graduate Treatment,2016-08-12,Not Found,unknown
615,Neutrino Oscillations: A Practical Guide to Basics and Applications,2016-08-12,"Luigi Di Lella , University of Pisa & INFN, Italy.",male
616,PWA90: A Lifetime Of Emergence,2016-08-12,"Massimo Giovannini , CERN & INFN Milan-Bicocca, Italy.",male
617,Trapped Charged Particles: A Graduate Textbook with Problems and Solutions,2016-08-12,Not Found,unknown
618,A Lesson for the Future of Our Science: My Testimony on Lord Patrick M S Blackett,2016-08-12,Not Found,unknown
619,"Half Life: The Divided Life of Bruno Pontecorvo, Physicist or Spy",2016-09-16,"Aldo Ianni , Canfranc Underground Laboratory, Spain.",male
620,Memorial Volume for Y Nambu,2016-09-16,Not Found,unknown
621,Life on the Cusp,2016-09-16,Not Found,unknown
622,Inside CERN’s Large Hadron Collider: From the Proton to the Higgs Boson,2016-09-16,"Virginia Greco , CERN.",female
623,Cosmology with MATLAB,2016-09-26,Not Found,unknown
624,Relativistic Quantum Mechanics: An Introduction to Relativistic Quantum Fields,2016-10-14,"Roberto Contino , Scuola Normale Superiore of Pisa, Italy.",male
625,Colour: How We See It and How We Use It,2016-10-14,Not Found,unknown
626,Reviews of Accelerator Science and Technology: Volume 7,2016-10-14,Not Found,unknown
627,Learning Scientific Programming With Python,2016-10-14,"Pere Mato Vila , CERN.",male
628,Relativistic Density Functional for Nuclear Structure,2016-11-11,Not Found,unknown
629,"Who Cares About Particle Physics? Making Sense of the Higgs Boson, the Large Hadron Collider and CERN",2016-11-11,"Rogelio Palomo , University of Sevilla, Spain.",male
630,Raman Spectroscopy: An Intensity Approach,2016-11-11,Not Found,unknown
631,Nanoscale Silicon Devices,2016-11-11,Not Found,unknown
632,Electron Lenses for Super-Colliders,2016-11-11,"Wolfram Fischer , Brookhaven National Laboratory.",male
633,General Relativity: A First Examination,2016-11-11,Not Found,unknown
634,Why String Theory?,2017-01-13,Not Found,unknown
635,Lectures in Nonlinear Mechanics and Chaos Theory,2017-01-13,Not Found,unknown
636,Lectures on Light: Nonlinear and Quantum Optics using the Density Matrix (2nd edition),2017-01-13,Not Found,unknown
637,Tutorials in Radiotherapy Physics: Advanced Topics with Problems and Solutions,2017-01-13,"Saverio Braccini , AEC-LHEP, University of Bern, Switzerland.",male
638,Particle Physics in the LHC Era,2017-01-13,"Paraskevas Sphicas , CERN, and University of Athens, Greece.",male
639,Exactly Solvable Models in Many-Body Theory,2017-01-13,Not Found,unknown
640,17 Big Bets for a Better World,2017-02-15,Not Found,unknown
641,Probability for Physicists,2017-02-15,Not Found,unknown
642,Introduction to Quantum Physics and Information Processing,2017-02-15,Not Found,unknown
643,Modern Atomic Physics,2017-02-15,"Magdalena Kowalska , CERN.",female
644,Position-Sensitive Gaseous Photomultipliers: Research and Applications,2017-02-15,Not Found,unknown
645,"Synchrotron Radiation: Basics, Methods and Applications",2017-03-17,Not Found,unknown
646,Infinitesimal: How a Dangerous Mathematical Theory Shaped the Modern World,2017-03-17,"Pablo Fernández Martínez , CERN.",male
647,"The Many Faces of Maxwell, Dirac and Einstein Equations: A Clifford Bundle Approach (2nd edition)",2017-03-17,"Luca Fabbri , INFN Bologna, Italy.",male
648,The European Research Council,2017-03-17,Not Found,unknown
649,Theory of Quantum Transport at Nanoscale: An Introduction,2017-04-13,Not Found,unknown
650,Thermodynamics and Equations of State for Matter: From Ideal Gas to Quark–Gluon Plasma,2017-04-13,Not Found,unknown
651,Challenges and Goals for Accelerators in the XXI Century,2017-04-13,"Ugo Amaldi , TERA Foundation.",male
652,"Big Data: Storage, Sharing, and Security",2017-04-13,"Daniel Lanza Garcia , CERN.",male
653,A First Course in Mathematical Physics,2017-05-19,Not Found,unknown
654,Making Sense of Quantum Mechanics,2017-05-19,"Alastair Rae , University of Birmingham, UK.",male
655,Bose–Einstein Condensation and Superfluidity,2017-05-19,"Diego Blas Temino , CERN.",male
656,Thorium Energy for the World,2017-05-19,Not Found,unknown
657,Principles of Magnetostatics,2017-07-10,Not Found,unknown
658,Trick or Truth? The Mysterious Connection Between Physics and Mathematics,2017-07-10,"Wolfgang Lerche , CERN.",male
659,Physics Matters,2017-07-10,Not Found,unknown
660,Raw Data: A Novel on Life in Science,2017-07-10,"Andrea Giammanco , UCLouvain, Louvain-la-Neuve, Belgium.",female
661,Gravity: Where Do We Stand?,2017-07-10,Not Found,unknown
662,The Meaning of the Wave Function: In Search of the Ontology of Quantum Mechanics,2017-08-11,Not Found,unknown
663,"Problem Solving in Quantum Mechanics: From Basics to Real-World Applications for Materials Scientists, Applied Physicists, and Device Engineers",2017-08-11,Not Found,unknown
664,"Supersymmetry, Supergravity, and Unification",2017-08-11,"Sergio Ferrara , CERN.",male
665,"An Overview of Gravitational Waves: Theory, Sources and Detection",2017-08-11,"Compiled by  Virginia Greco , CERN.",unknown
666,Anomaly! Collider Physics and the Quest for New Phenomena at Fermilab,2017-08-11,Not Found,unknown
667,Centennial of General Relativity: A Celebration,2017-09-22,Not Found,unknown
668,"Health Physics: Radiation-Generation Devices, Characteristics, and Hazards",2017-09-22,Not Found,unknown
669,An Introduction to Gauge Theories,2017-09-22,"G Tavares-Velasco , BUAP.",unknown
670,"Neutrino Astronomy: Current Status, Future Prospects",2017-09-22,"Compiled by  Virginia Greco , CERN.",unknown
671,"Radioactivity and Radiation: What They Are, What They Do, and How to Harness Them",2017-10-13,"Federico Ravotti , CERN.",male
672,The Grant Writer’s Handbook: How to Write a Research Proposal and Succeed,2017-10-13,"Compiled by  Virginia Greco , CERN.",unknown
673,ITER Physics,2017-10-13,"Rogelio Palomo , University of Seville, Spain",male
674,"Relativistic Kinetic Theory, with Applications in Astrophysics and Cosmology",2017-10-13,Not Found,unknown
675,Foundations of Nuclear and Particle Physics,2017-10-13,Not Found,unknown
676,The Cosmic Cocktail: Three Parts Dark Matter,2017-11-10,"Ruth Durrer , University of Geneva, Switzerland.",female
677,The Physical World: An Inspirational Tour of Fundamental Physics,2017-11-10,Not Found,unknown
678,The Photomultiplier Handbook,2017-11-10,"Compiled by  Virginia Greco , CERN.",unknown
679,The Lazy Universe: An Introduction to the Principle of Least Action,2017-11-10,"Andrea Giammanco , UCLouvain, Louvain-la-Neuve, Belgium.",female
680,Loop Quantum Gravity: The First 30 Years,2018-01-15,Not Found,unknown
681,I am the Smartest Man I Know: A Nobel Laureate’s Difficult Journey,2018-01-15,"Christine Sutton , former  CERN Courier  editor.",female
682,Mosquitoes,2018-01-15,"Mack Grenfell , Brainlabs, UK.  Compiled by  Virginia Greco , CERN.",male
683,Exact Solutions in Three-Dimensional Gravity,2018-01-15,Not Found,unknown
684,Fermilab at 50,2018-01-15,Not Found,unknown
685,The Standard Theory of Particle Physics: Essays to Celebrate CERN’s 60th Anniversary,2018-02-16,"Carlos Lourenço , CERN",male
686,Relativity Matters: From Einstein’s EMC2 to Laser Particle Acceleration and Quark-Gluon Plasma,2018-02-16,"Torleif Ericson , CERN",male
687,String Theory Methods for Condensed Matter Physics,2018-02-16,Not Found,unknown
688,Physics of Atomic Nuclei,2018-02-16,Not Found,unknown
689,Ripples in spacetime,2018-03-23,"Guillermo Ballesteros , Instituto de Física Teórica UAM-CSIC, Madrid, Spain",male
690,Natural Complexity: A Modeling Handbook,2018-03-23,Not Found,unknown
691,Data Analysis Techniques for Physical Scientists,2018-03-23,"Compiled by  Virginia Greco , CERN.",unknown
692,Introduction to Accelerator Dynamics,2018-03-23,Not Found,unknown
693,"Fashion, Faith and Fantasy in the New Physics of the Universe",2018-03-23,"Wolfgang Lerche , CERN",male
694,A Student’s Guide to Dimensional Analysis,2018-04-19,"Compiled by  Virginia Greco , CERN.",unknown
695,The Standard Model in a Nutshell,2018-04-19,"Luis Alvarez-Gaume , CERN and SUNY (New York, US)",male
696,"Technology Meets Research: 60 Years of CERN Technology, Selected Highlights",2018-04-19,"Kenneth Long , Imperial College, UK",male
697,A Primer on String Theory,2018-04-19,Not Found,unknown
698,The Black Book of Quantum Chromodynamics: A Primer for the LHC Era,2018-06-01,Not Found,unknown
699,In Praise of Simple Physics: The Science and Mathematics behind Everyday Questions,2018-06-01,Not Found,unknown
700,What is Quantum Information?,2018-06-01,Not Found,unknown
701,The Cosmic Web,2018-06-01,"Guido D’Amico , CERN",male
702,What goes up… Gravity and Scientific Method,2018-07-09,"Carlos Lourenço , CERN.",male
703,The Cosmological Singularity,2018-07-09,Not Found,unknown
704,Quantum Fields: From the Hubble to the Planck Scale,2018-07-09,Not Found,unknown
705,Welcome to the Universe,2018-07-09,"Andrea Giammanco , UCLouvain, Louvain-la-Neuve, Belgium",female
706,Gravitational Lensing,2018-07-09,Not Found,unknown
707,Gravitational Waves Vol 1: Theory and Experiments,2018-08-19,"Carlo Bradaschia , INFN/Pisa.",male
708,Cosmic Anger: Abdus Salam – The First Muslim Nobel Scientist,2018-08-19,"Hafeez Hoorani , National Centre for Physics, Quaid-E-Azam University.",unknown
709,Quantum Field Theory Approach to Condensed Matter Physics,2018-08-31,"Rogelio Palomo , University of Sevilla, Spain.",male
710,"From Photon to Neuron: Light, Imaging, Vision",2018-08-31,"Luis Álvarez-Gaumé , Stony Brook University, US.",male
711,Applied Computational Physics,2018-08-31,Not Found,unknown
712,Classical Field Theory,2018-08-31,Not Found,unknown
713,Picturing Quantum Processes: A First Course in Quantum Theory and Diagrammatic Reasoning,2018-09-28,Not Found,unknown
714,Essential Quantum Mechanics for Electrical Engineers,2018-09-28,Not Found,unknown
715,"Nanoelectronics: Materials, Devices, Applications (2 volumes)",2018-09-28,Not Found,unknown
716,From Stars to States: A Manifest for Science in Society,2018-09-28,"James Gillies , CERN.",male
717,Third Thoughts,2018-09-28,"Letizia Diamante , CERN.",female
718,Quantized Detector Networks: The Theory of Observation,2018-10-29,Not Found,unknown
719,Strange Glow: The Story of Radiation,2018-10-29,"Rubén García Alía , CERN.",male
720,Foundations of High-Energy-Density Physics: Physical Processes of Matter at Extreme Conditions,2018-10-29,Not Found,unknown
721,The Great Silence – The Science and Philosophy of Fermi’s Paradox,2018-10-29,"Andrea Giammanco , UCLouvain, Louvain-la-Neuve, Belgium.",female
722,Relativity In Modern Physics,2018-11-30,Not Found,unknown
723,The Pope of Physics: Enrico Fermi and the Birth of the Atomic Age,2018-11-30,"Luisa Cifarelli , Università di Bologna and Centro Fermi (Roma), Italy.",female
724,"Enjoy Our Universe, You Have No Other Choice",2018-11-30,"Massimo Giovannini , CERN, and INFN Milan-Bicocca, Italy.",male
725,Hadrons at Finite Temperature,2018-11-30,Not Found,unknown
726,Reviews,2019-01-24,Not Found,unknown
727,Reviews,2019-03-11,Not Found,unknown
728,Rutherford in three movements,2019-05-08,Letizia Diamante  CERN,female
729,Multi-messenger adventures,2019-05-08,Giovanni Fiorentini   INFN and University of Ferrara,male
730,Artistic encounters of the quantum kind,2019-05-08,Abha Eli Phoboo  CERN,female
731,Guido Altarelli’s legacy,2019-07-12,"Massimo Giovannini  CERN and INFN Milano-Bicocca, Italy.",male
732,Radio-euphoria rebooted?,2019-07-12,Vladislav Grigoriev  Moscow Engineering Physics Institute.,male
733,Signatures of the Artist,2019-07-12,Mark Rayner  CERN.,male
734,Music of the muons,2019-08-30,Letizia Diamante  CERN,female
735,CERN and the Higgs Boson,2019-09-09,Roger Cashmore  University of Oxford.,male
736,The cutting edge of cancer research,2019-09-09,Guido D’Amico  Stanford University and Università di Parma.,male
737,Redeeming the role of mathematics,2019-10-09,"Wolfgang Lerche ,  CERN",male
738,The consolations of physics,2019-11-13,James Gillies  CERN.,male
739,The Weil conjectures,2019-11-21,Mark Rayner  CERN.,male
740,Taking the temperature of collider calorimetry,2019-11-26,"Peter Jenni , Albert-Ludwigs-University Freiburg and CERN",male
741,Maxwell’s enduring legacy,2019-11-26,"Massimo Giovannini , CERN & INFN Milano-Bicocca",male
742,ATLAS – A 25 Year Insider Story of the LHC Experiment,2019-11-26,"Paul Grannis , Stony Brook University",male
743,Einstein and Heisenberg: The Controversy over Quantum Physics,2020-03-21,Peter Jenni  Albert Ludwig University of Freiburg and CERN,male
744,A unique exercise in scientific diplomacy,2020-03-23,"Lucio Rossi , CERN",male
745,Rolf Widerøe: a giant in the history of accelerators,2020-03-23,"Kurt Hübner , formerly of CERN (now retired)",male
746,"Fiction, in theory",2020-03-31,"James Gillies , CERN",male
747,"The Human Condition: Reality, Science and History",2020-04-01,Mark Rayner  associate editor,male
748,A first taste of neutrino physics,2020-05-18,Albert De Roeck  CERN,male
749,New Perspectives on Einstein’s E = mc 2,2020-07-07,Nikolaos Rompotis  University of Liverpool.,male
750,Radiation rules of thumb,2020-08-24,"Stefan Roesler , CERN",male
751,An intuitive approach to teaching,2020-08-27,"Nikolaos Rompotis , University of Liverpool",male
752,Weinberg on astrophysics,2020-09-21,"Massimo Giovannini , CERN and INFN Milano-Bicocca",male
753,How to find a Higgs boson,2020-11-12,Mark Rayner  associate editor.,male
754,To Russia with love,2020-12-15,Mark Rayner   associate editor .,male
755,The Mirror Trap,2020-12-16,Letizia Diamante   University of Cambridge .,female
756,Scientific journeys of a “Sputnik kid”,2021-01-29,"Cristina Agrigoroae ,  CERN.",female
757,A day with particles,2021-02-17,Mark Rayner   associate editor,male
758,The hitchhiker’s guide to weak decays,2021-03-03,Gino Isidori  University of Zurich.,male
759,The Science of Learning Physics,2021-03-04,Mark Rayner  associate editor.,male
760,Calculating the curiosity windfall,2021-04-13,"Matthew   Chalmers , editor",male
761,Lectures on Accelerator Physics,2021-04-29,Lenny Rivkin  Paul Scherrer Institute.,male
762,Le Neutrino de Majorana,2021-06-25,Cristina Agrigoroae  CERN.,female
763,Particle Detectors –  Fundamentals and Applications,2021-07-10,Peter Krizan  University of Ljubljana.,male
764,A relational take on quantum mechanics,2021-07-14,Nikolaos Rompotis  University of Liverpool.,male
765,What if scientists ruled the world?,2021-07-15,Letizia Diamante  University of Cambridge,female
766,"Resistive Gaseous Detectors: Designs, Performance, and Perspectives",2021-07-16,Yi Wang  Tsinghua University,andy
767,A feel for fundamental research,2021-09-01,"Craig Edwards , editorial assistant",male
768,Climate Change and Energy Options for a Sustainable Future,2021-09-02,Panos Charitos  CERN.,male
769,Exploding myths about antimatter,2021-10-06,Wolfgang Lerche   CERN.,male
770,The inexplicable neutrino,2021-10-06,Matthew Chalmers  editor.,male
771,Ideas not equations,2021-11-12,Dave Barney   CERN.,male
772,One day in September: Copenhagen,2021-12-21,Letizia Diamante  University of Cambridge.,female
773,Your Adventures at CERN: Play the Hero Among Particles and a Particular Dinosaur!,2022-03-09,"Bryan Pérez Tapia,  editorial assistant.",male
774,Form follows function in QCD,2022-03-09,"Amanda Cooper-Sarkar,  University of Oxford.",female
775,Foundations of Modern Physics,2022-05-19,Massimo Giovannini  CERN and INFN Milano-Bicocca.,male
776,The LHC experience up close,2022-05-25,Peter Jenni  Albert-Ludwigs-University Freiburg and CERN.,male
777,Picture a scientist,2022-05-25,Bryan Pérez Tapia  editorial assistant.,male
778,Introduction to the Standard Model and Beyond,2022-07-14,Martin Bauer  Durham University.,male
779,The A-to-Z of CERN: Universe Unlocked,2022-07-14,Bryan Pérez Tapia  editorial assistant.,male
780,Capturing the intangible,2022-08-25,Kevin J Kelly  CERN.,male
781,Hymn to HERMES,2022-09-06,Gunar Schnell  University of the Basque Country and Ikerbasque .,unknown
782,Parallels,2022-09-06,Bryan Pérez Tapia  editorial assistant.,male
783,The Sketchbook and the Collider,2022-12-16,"Claire Adam-Bourdarios ,  LAPP Annecy",female
784,A powerful eye opener into the world of AI,2023-03-03,Andreas Salzburger  CERN,male
785,Unconventional music @ CERN,2023-03-03,Kristiane Bernhard-Novotny  associate editor .,female
786,A bridge between popular and textbook science,2023-04-21,Martin Bauer  University of Durham .,male
787,New physics in b decays,2023-04-24,Vitalii Lisovskyi  EPFL .,male
788,A tribute to a great physicist,2023-07-05,Lau Gatignon  Lancaster University and CERN .,male
789,Quantum Mechanics:  A Mathematical Introduction,2023-07-05,Nikolaos Rompotis  University of Liverpool .,male
790,Collision – Stories from the Science of CERN,2023-07-18,"James Gillies ,  CERN",male
791,A frog among birds,2023-08-24,Matthew McCullough  CERN .,male
792,Connecting the accelerator dots,2023-11-09,Edda Gschwendtner  CERN .,female
793,Particle Polarization in High Energy Physics,2023-11-09,"Claudia-Elisabeth Wulz  HEPHY, Austrian Academy of Sciences .",unknown
794,The Many Voices of Modern Physics: Written Communication Practices of Key Discoveries,2024-03-21,Sanje Fenkart   CERN.,unknown
795,Advances in cosmology,2024-04-15,"Massimo Giovannini  CERN and INFN Milan-Bicocca, Italy .",male
796,New Challenges and Opportunities in Physics Education,2024-05-04,Anja Kranjc Horvat  CERN .,female
797,The Many Voices of Modern Physics,2024-05-04,Sanje Fenkart  CERN.,unknown
798,A logical freight train,2024-05-08,Matthew McCullough  CERN .,male
799,High time for holographic cosmology,2024-07-05,Wolfgang Lerche  CERN .,male
800,Herwig Schopper: Scientist and Diplomat in a Changing World,2024-07-05,Albrecht Wagner  DESY .,male
801,Detectors in Particle Physics:  A Modern Introduction,2024-07-05,Fabio Sauli  CERN .,male
